,name,season,region,games,win rate,k:d,gold per min,gold diff per min,game duration,kill per game,deaths per game,towers killed,towers lost,first blood rate,first tower rate,dragons per game,dragons %,heralds per game,herald %,avg dragons 15min,tower diff 15min,gold diff 15min,nashor per game,nashor %,cs per min,dmg per min,wards per min,vision wards per min,wards cleared per min
120,KV Mechelen Esports,S12,BE,3,33.3%,0.85,1705,17,37:55,11.0,13.0,4.7,8.0,66.7,33.3,2.33,51.1,0.33,16.7,1.00,-0.3,-727,1.00,77.8,31.5,1691,3.7,1.43,1.72
121,Kwangdong Freecs,S12,KR,8,25.0%,0.71,1655,-143,35:35,8.4,11.8,5.3,7.0,37.5,62.5,1.38,29.8,1.00,50.0,0.38,0.0,424,0.38,35.7,31.3,1909,4.1,1.82,1.66
122,LDLC OL,S12,FR,4,100.0%,1.24,1900,245,37:24,16.8,13.5,10.3,4.0,50.0,50.0,3.50,68.2,1.00,50.0,1.00,0.5,216,1.75,91.7,32.5,2366,3.7,1.43,1.63
123,LGD Gaming,S12,CN,13,30.8%,0.82,1751,-138,32:18,13.9,17.1,4.4,7.2,38.5,53.8,1.69,37.9,-,-,-,-,-,0.38,26.9,31.3,1876,-,-,-
124,Liberty,S12,BR,1,100.0%,5.33,1993,412,27:34,16.0,3.0,11.0,1.0,100.0,100.0,3.00,75.0,2.00,100.0,1.00,4.0,7277,1.00,100.0,33.3,1751,3.3,1.16,1.52
125,Liiv SANDBOX,S12,KR,8,25.0%,0.62,1675,-194,31:20,7.6,12.3,3.8,8.6,50.0,-,2.25,50.0,0.50,31.3,1.00,-0.8,-2593,0.38,21.4,33.3,1444,2.9,1.12,1.57
126,Lille Esport,S12,FR,3,66.7%,1.35,1830,185,33:05,18.0,13.3,8.3,3.3,66.7,100.0,2.67,58.3,1.67,83.3,0.67,1.0,1779,1.00,75.0,29.8,2128,2.8,1.13,1.19
127,LNG Esports,S12,CN,9,88.9%,1.79,1966,257,31:34,15.1,8.3,8.7,4.2,33.3,77.8,2.67,64.8,-,-,-,-,-,0.89,75.9,35.1,1940,-,-,-
128,LOUD,S12,BR,2,50.0%,0.86,1753,-3,38:52,16.0,18.5,7.5,5.0,50.0,100.0,3.00,60.0,1.00,50.0,0.00,1.0,1584,0.50,25.0,30.6,2317,3.8,1.74,1.66
129,LowLandLions,S12,BE,3,33.3%,0.89,1720,-5,32:12,10.3,11.7,5.3,4.7,66.7,33.3,2.67,66.7,1.00,50.0,1.67,-0.3,47,0.33,50.0,32.8,1679,2.6,1.25,1.45
130,LSB Challengers,S12,KR,9,77.8%,1.37,1881,140,31:32,14.4,10.6,7.9,4.2,44.4,55.6,2.11,45.4,1.33,66.7,0.56,-0.3,-549,0.78,62.5,33.4,1840,3.9,1.64,1.64
131,Macko Esports,S12,IT,2,50.0%,1.17,1747,68,38:35,17.0,14.5,9.0,6.0,50.0,100.0,3.00,58.9,1.00,75.0,0.50,0.0,498,1.00,66.7,29.5,2404,3.2,1.23,1.46
132,MAD Lions,S12,EUW,5,60.0%,1.02,1880,121,35:47,16.8,16.4,7.8,5.4,80.0,80.0,2.20,50.0,1.60,80.0,0.40,0.4,1522,1.00,50.0,32.6,2060,3.2,1.29,1.28
133,MAD Lions Madrid,S12,ES,5,40.0%,0.82,1731,-73,35:21,13.6,16.6,5.6,7.6,40.0,80.0,2.20,57.3,0.80,40.0,0.60,0.4,-542,0.60,30.0,30.6,1923,3.7,1.38,1.50
134,MAMMOTH,S12,OCE,1,0.0%,0.36,1495,-509,27:07,8.0,22.0,0.0,7.0,-,-,0.00,0.0,1.00,50.0,0.00,0.0,-4786,0.00,-,26.9,1826,2.6,1.11,0.96
135,mCon LG UltraGear,S12,BE,3,66.7%,1.70,1797,137,33:47,15.3,9.0,6.7,4.7,66.7,66.7,2.67,57.1,0.67,33.3,0.67,0.3,2138,1.00,100.0,32.1,1954,3.5,1.23,1.34
136,Mirage Elyandra,S12,FR,4,25.0%,0.86,1741,-148,36:21,13.5,15.8,4.3,9.8,50.0,50.0,1.50,27.1,1.75,87.5,0.25,0.0,-1065,0.25,12.5,30.9,1895,3.0,1.18,1.46
137,Misfits Gaming,S12,EUW,5,60.0%,0.93,1818,54,32:05,11.4,12.2,7.2,4.2,40.0,40.0,2.00,40.0,1.40,70.0,0.80,0.0,-376,1.20,63.3,33.4,1778,3.0,1.29,1.40
138,Misfits Premier,S12,FR,4,50.0%,0.81,1793,33,35:36,13.5,16.8,7.0,6.5,50.0,75.0,1.75,41.3,1.00,50.0,0.50,0.3,969,1.00,50.0,31.2,2306,3.3,1.40,1.47
139,MnM Gaming,S12,EUW,5,40.0%,0.86,1713,-132,34:09,15.2,17.4,5.4,6.0,60.0,60.0,3.40,75.0,0.20,10.0,1.00,0.2,-949,0.60,40.0,29.4,2149,2.9,1.08,1.19
140,Mousesports,S12,DE,5,80.0%,1.38,1879,202,33:27,14.6,10.6,9.0,4.0,60.0,40.0,2.60,66.0,1.40,70.0,0.60,0.0,786,0.80,80.0,34.1,2169,3.4,1.14,1.38
141,Movistar Riders,S12,ES,5,60.0%,1.14,1807,-12,34:38,17.8,15.6,6.6,6.6,40.0,40.0,2.40,51.0,1.00,50.0,0.60,-0.2,-1238,1.00,60.0,30.7,2186,3.2,1.33,1.52
142,NASR eSports Turkey,S12,TR,2,0.0%,0.43,1619,-293,33:51,6.5,15.0,3.0,9.5,50.0,50.0,1.50,43.3,1.00,50.0,0.50,0.0,45,0.00,0.0,33.0,1499,3.2,1.30,1.30
143,NASR eSports Turkey Academy,S12,TR,2,50.0%,1.18,1853,186,33:01,13.0,11.0,9.5,5.0,50.0,50.0,2.00,33.9,1.50,75.0,1.00,0.5,1063,1.00,66.7,30.0,1923,3.2,1.01,1.48
144,Netshoes Miners,S12,BR,2,100.0%,1.91,1908,194,40:50,21.0,11.0,9.5,6.5,50.0,50.0,3.50,70.8,1.50,75.0,1.00,0.0,-689,1.50,66.7,33.6,2218,3.6,1.61,1.65
145,Nexus KTRL,S12,RS,3,66.7%,2.00,1826,174,35:01,20.7,10.3,7.0,5.3,33.3,-,3.67,67.6,0.67,50.0,1.67,0.0,186,1.00,83.3,30.2,2228,2.6,0.87,1.18
146,Nongshim RedForce,S12,KR,11,63.6%,1.28,1821,109,33:29,12.7,9.9,7.7,4.8,72.7,54.5,2.82,61.5,1.09,54.5,0.91,0.5,1393,0.64,63.6,33.3,2005,3.6,1.71,1.56
147,NS Challengers,S12,KR,9,44.4%,1.03,1798,-8,32:39,13.3,12.9,5.1,6.4,66.7,22.2,2.89,57.6,1.00,50.0,0.78,0.1,-371,0.56,43.8,33.2,2035,3.2,1.38,1.46
148,NYYRIKKI,S12,EUW,5,20.0%,0.61,1682,-264,33:32,11.6,19.0,3.4,9.0,40.0,-,2.00,42.0,0.20,10.0,1.40,-0.8,-2025,0.60,30.0,31.2,2077,3.3,1.20,1.29
149,Odivelas Sports Club,S12,PT,3,33.3%,0.76,1600,-239,31:18,13.0,17.0,2.7,7.3,33.3,-,1.67,31.7,0.67,50.0,0.33,-1.0,-3674,0.67,33.3,28.6,1694,2.9,1.12,1.34
150,OFFSET Esports,S12,PT,3,66.7%,1.45,1819,204,30:45,16.0,11.0,7.0,3.7,66.7,100.0,2.67,58.3,1.00,50.0,1.00,1.0,2505,0.33,50.0,32.5,1994,3.2,1.20,1.25
151,Olympiacos Alimou,S12,GR,2,50.0%,1.04,1766,61,29:28,12.5,12.0,5.5,4.0,50.0,50.0,2.50,62.5,1.50,75.0,1.00,1.0,2394,0.50,50.0,31.8,1782,2.5,1.12,1.32
152,OMG,S12,CN,14,57.1%,0.98,1863,78,30:15,14.7,14.9,6.2,5.2,64.3,35.7,2.00,52.3,-,-,-,-,-,0.93,67.9,31.8,2158,-,-,-
153,ORDER,S12,OCE,1,0.0%,0.92,1589,-292,40:01,11.0,12.0,3.0,10.0,100.0,-,4.00,66.7,1.00,50.0,2.00,-2.0,-2018,0.00,0.0,31.5,1636,3.8,1.27,1.37
154,PCS Taran,S12,FR,3,33.3%,0.85,1706,-85,34:41,14.7,17.3,5.3,6.7,33.3,-,3.00,61.1,0.33,16.7,1.33,-0.3,-951,0.67,50.0,30.3,2195,3.1,1.21,1.17
155,PEACE,S12,OCE,1,100.0%,2.75,2004,509,27:07,22.0,8.0,7.0,0.0,100.0,100.0,4.00,100.0,1.00,50.0,2.00,0.0,4786,0.00,-,34.8,2284,2.5,1.07,1.33
156,PENTA 1860,S12,DE,5,40.0%,0.77,1776,-41,30:39,11.4,14.8,5.0,6.8,-,100.0,1.60,35.0,0.60,30.0,1.00,0.6,165,0.40,40.0,33.8,1987,3.3,1.24,1.37
157,Pentanet.GG,S12,OCE,1,100.0%,1.73,2018,362,27:12,19.0,11.0,10.0,1.0,100.0,100.0,3.00,75.0,1.00,50.0,2.00,0.0,1615,1.00,100.0,32.5,2268,2.8,1.21,0.96
158,Rare Atom,S12,CN,10,40.0%,0.76,1794,-62,34:38,11.1,14.6,6.2,7.4,50.0,20.0,3.10,57.7,-,-,-,-,-,0.90,41.7,34.4,1740,-,-,-
159,RED Canids,S12,BR,2,100.0%,1.37,1838,86,39:00,18.5,13.5,7.5,6.0,50.0,50.0,3.00,53.3,1.50,75.0,1.50,0.0,702,1.00,75.0,32.2,2201,3.4,1.59,1.32
160,Rensga eSports,S12,BR,2,0.0%,0.52,1711,-203,33:15,8.5,16.5,3.5,9.5,-,-,1.50,29.2,0.00,0.0,0.50,-2.5,-5095,0.50,25.0,32.4,1975,2.9,1.41,1.52
161,Riddle Esports,S12,EUW,5,40.0%,0.77,1721,-32,34:14,9.6,12.2,5.4,6.4,40.0,60.0,1.60,35.0,1.40,70.0,0.20,-0.4,261,0.40,30.0,34.0,2091,3.1,1.08,1.35
162,Rogue,S12,EUW,5,100.0%,2.36,1976,376,29:34,18.4,7.8,9.4,1.6,40.0,80.0,2.80,73.3,1.00,50.0,1.00,0.6,1501,1.20,90.0,32.5,2402,3.2,1.26,1.30
163,Royal Never Give Up,S12,CN,13,69.2%,1.44,1893,150,33:41,14.7,10.2,8.0,4.8,69.2,76.9,2.54,56.3,-,-,-,-,-,0.85,65.4,34.2,1879,-,-,-
164,Samsung Morning Stars,S12,IT,2,0.0%,0.27,1618,-319,33:42,5.0,18.5,3.0,10.0,50.0,50.0,1.00,20.0,0.50,25.0,0.50,0.0,-1729,1.00,50.0,31.1,1535,3.1,1.17,1.18
165,Sector One,S12,BE,3,0.0%,0.58,1570,-359,34:27,10.7,18.3,3.7,9.0,33.3,33.3,1.67,33.3,0.67,33.3,0.67,-0.3,-1602,0.00,0.0,28.7,1574,3.1,1.21,1.52
166,SINNERS Esports,S12,CZ,3,33.3%,0.86,1747,-59,32:46,16.7,19.3,5.0,8.0,66.7,-,1.67,30.0,1.00,66.7,0.67,-1.0,-1764,0.67,50.0,29.8,2279,2.5,1.12,1.23
167,SK Gaming,S12,EUW,5,20.0%,0.72,1640,-241,37:07,12.2,17.0,4.0,8.8,40.0,40.0,2.60,48.3,1.20,60.0,1.00,-0.2,-1771,0.40,10.0,30.6,1978,3.5,1.26,1.47
168,SK Gaming Prime,S12,DE,5,40.0%,1.03,1795,29,34:36,16.2,15.6,5.2,6.2,60.0,60.0,1.80,32.7,1.80,90.0,0.40,0.4,2102,0.40,40.0,32.0,2313,3.4,1.22,1.14
169,Solary,S12,FR,4,50.0%,1.48,1800,51,33:15,17.8,12.0,5.8,6.5,50.0,50.0,1.50,34.2,1.25,62.5,0.50,-0.3,-146,0.75,62.5,30.1,2073,3.3,1.19,1.38
170,SOVEJA,S12,RS,3,33.3%,0.70,1668,-206,31:56,13.3,19.0,3.3,7.3,33.3,33.3,2.00,46.7,0.33,16.7,1.00,0.0,-207,0.00,0.0,31.1,1966,2.4,0.84,0.98
171,Split Raiders,S12,RS,3,66.7%,1.17,1857,120,32:27,18.0,15.0,6.7,3.7,100.0,66.7,2.33,46.7,1.33,66.7,1.33,0.3,1396,0.67,50.0,31.4,2208,2.6,1.14,1.09
172,SuperMassive Blaze,S12,TR,2,50.0%,1.03,1819,70,29:06,15.0,14.5,7.0,5.0,100.0,100.0,1.50,37.5,1.50,75.0,0.50,0.5,788,0.00,0.0,31.1,1986,2.8,1.30,1.37
173,SuperMassive Blaze Academy,S12,TR,2,100.0%,2.36,1966,372,27:40,16.5,7.0,9.5,2.5,50.0,50.0,2.50,66.7,0.00,0.0,1.00,0.5,1536,1.00,100.0,33.6,2104,2.7,1.16,1.12
174,T1,S12,KR,9,88.9%,1.87,1899,281,34:04,15.8,8.4,8.3,3.1,77.8,88.9,3.44,74.0,1.33,66.7,0.89,0.3,1488,1.00,85.4,32.8,2030,3.7,1.40,1.72
175,T1 Challengers,S12,KR,9,33.3%,0.73,1740,-96,33:20,11.9,16.3,4.7,7.0,33.3,44.4,1.78,40.0,1.00,50.0,0.44,0.1,-273,0.33,27.8,32.6,2129,3.3,1.46,1.64
176,Team 7AM,S12,BE,3,0.0%,0.48,1579,-394,30:34,9.7,20.3,1.7,9.3,33.3,33.3,1.00,20.0,1.33,66.7,0.67,-0.7,-1766,0.00,0.0,29.3,1691,2.9,0.94,0.88
177,Team Aurora,S12,TR,2,100.0%,2.33,1935,273,36:59,21.0,9.0,10.0,3.0,50.0,50.0,3.50,65.0,0.50,25.0,1.00,0.5,924,2.00,100.0,31.2,2075,3.3,1.61,1.37
178,Team AURORA Academy,S12,TR,2,50.0%,0.68,1688,-137,29:33,10.5,15.5,4.5,7.0,-,100.0,3.00,67.5,0.50,25.0,1.50,-0.5,-1346,0.50,25.0,31.9,1576,2.4,0.95,1.05
179,Team BDS,S12,EUW,5,20.0%,0.62,1658,-283,31:38,9.6,15.4,2.8,9.0,60.0,20.0,1.20,24.0,0.80,40.0,0.20,-0.8,-1972,0.60,30.0,31.4,1602,3.2,1.38,1.20
180,Team BDS Academy,S12,FR,4,75.0%,1.30,1806,164,32:00,13.0,10.0,7.0,3.3,25.0,50.0,3.25,80.0,1.00,50.0,1.50,0.0,1010,0.75,75.0,32.8,2137,3.7,1.62,1.78
181,Team Echo Zulu,S12,BE,3,100.0%,1.31,1871,242,38:21,19.7,15.0,10.0,3.7,33.3,33.3,3.00,55.6,1.00,50.0,0.33,0.3,1427,1.33,88.9,31.5,2470,3.1,1.28,1.32
182,Team ESCA Gaming,S12,PL,4,100.0%,1.36,1973,268,31:42,19.8,14.5,9.3,3.8,75.0,50.0,2.00,48.8,1.25,62.5,0.50,0.5,431,1.00,83.3,31.3,2369,2.6,0.77,1.30
183,Team Heretics,S12,ES,5,60.0%,1.05,1722,7,35:43,13.0,12.0,6.8,6.2,40.0,60.0,2.60,49.4,1.20,60.0,0.40,-0.4,936,1.20,60.0,29.8,1912,3.4,1.39,1.45
184,Team Liquid,S12,NA,6,83.3%,2.02,1958,347,31:06,14.5,7.2,9.2,3.3,66.7,100.0,3.17,76.4,1.50,75.0,1.00,1.0,2390,1.00,91.7,34.7,2041,3.2,1.32,1.75
185,Team Liquid Academy,S12,NA,4,25.0%,0.55,1748,-177,34:42,11.8,21.5,5.3,8.8,50.0,25.0,2.50,49.2,1.00,50.0,0.75,0.0,-1244,1.00,41.7,31.9,1978,2.8,0.95,1.32
186,Team MCES,S12,FR,3,33.3%,0.79,1715,-55,32:18,11.3,14.3,4.7,7.0,66.7,66.7,1.33,30.6,1.00,50.0,0.33,-0.3,-78,0.33,33.3,31.6,1966,3.0,1.14,1.34
187,Team Oplon,S12,FR,4,0.0%,0.62,1600,-341,32:26,10.8,17.3,1.8,10.3,75.0,25.0,1.75,40.0,0.50,25.0,1.25,-0.8,-1176,0.00,0.0,29.8,1672,3.1,1.67,1.28
188,Team Phantasma,S12,GR,2,100.0%,2.48,1992,254,32:16,26.0,10.5,9.5,2.5,100.0,100.0,3.00,60.0,2.00,100.0,1.00,2.0,4695,1.00,50.0,31.5,2630,2.9,1.13,1.29
189,Team Refuse,S12,GR,2,50.0%,1.04,1783,53,34:15,14.5,14.0,5.0,5.5,100.0,50.0,3.00,58.9,0.50,25.0,2.00,0.0,1078,0.50,50.0,31.1,2210,2.5,1.07,1.26
190,Team Singularity,S12,EUW,5,0.0%,0.52,1640,-349,34:39,10.8,20.6,3.0,10.2,20.0,20.0,1.60,30.5,0.80,40.0,0.60,-0.8,-2286,0.40,10.0,30.5,1998,3.0,0.95,1.22
191,Team Vitality,S12,EUW,5,40.0%,0.98,1843,89,32:14,12.4,12.6,5.4,6.2,20.0,60.0,2.40,54.7,0.80,40.0,1.40,0.2,1440,0.40,40.0,34.6,2012,3.1,1.22,1.43
192,Team WE,S12,CN,10,20.0%,0.66,1678,-226,29:54,9.2,13.9,4.0,8.2,40.0,40.0,1.60,37.2,-,-,-,-,-,0.40,30.0,30.9,1672,-,-,-
193,Tony Parker Adequat Academy,S12,FR,3,66.7%,1.30,1761,20,38:39,21.7,16.7,7.0,6.0,33.3,33.3,3.00,55.6,1.00,50.0,1.00,-1.0,-817,0.67,50.0,28.1,2739,3.4,1.50,1.59
194,Top Esports,S12,CN,11,45.5%,1.00,1798,10,34:36,13.3,13.3,6.5,6.3,63.6,72.7,2.64,52.4,-,-,-,-,-,0.73,45.5,32.7,1998,-,-,-
195,TSM,S12,NA,4,25.0%,0.53,1631,-281,33:30,7.8,14.8,4.0,8.3,50.0,50.0,1.25,20.5,1.00,50.0,0.50,-0.5,-1823,0.75,25.0,32.8,1713,3.5,1.46,1.28
196,TSM Academy,S12,NA,4,50.0%,1.20,1853,42,31:59,16.5,13.8,5.3,6.5,50.0,75.0,2.00,46.7,1.75,87.5,0.75,0.5,1887,0.50,50.0,32.8,2083,3.5,1.56,1.29
197,TT,S12,CN,11,9.1%,0.59,1631,-326,30:06,8.5,14.4,2.7,8.8,54.5,9.1,1.36,30.0,-,-,-,-,-,0.00,0.0,31.2,1566,-,-,-
198,UCAM Tokiers,S12,ES,5,0.0%,0.51,1563,-357,33:23,6.8,13.4,2.2,10.2,40.0,20.0,1.40,31.0,1.00,50.0,0.60,0.0,-1444,0.00,0.0,31.6,1662,3.5,1.42,1.48
199,Ultra Prime,S12,CN,11,36.4%,0.81,1764,-120,31:13,12.7,15.6,4.7,7.0,63.6,27.3,1.64,36.8,-,-,-,-,-,0.45,36.4,31.9,2189,-,-,-
200,Unicorns Of Love Sexy Edition,S12,DE,5,60.0%,1.35,1824,143,30:33,15.4,11.4,7.2,4.8,40.0,40.0,2.60,57.0,1.20,60.0,1.00,-0.6,-246,0.80,70.0,31.3,2349,2.9,1.26,1.19
201,Valiance,S12,RS,3,33.3%,0.38,1613,-231,34:16,7.3,19.3,4.7,7.7,33.3,66.7,1.33,19.0,0.33,16.7,0.00,-0.3,-2989,0.33,16.7,30.6,1852,2.8,0.99,1.18
202,Vanir,S12,EUW,5,60.0%,0.93,1769,-8,34:56,14.0,15.0,5.4,6.6,100.0,60.0,2.40,42.2,1.20,60.0,1.00,0.0,556,0.80,37.5,31.5,2062,3.0,1.26,1.39
203,Victory Five,S12,CN,9,66.7%,1.46,1872,127,34:40,17.3,11.9,7.9,5.7,44.4,44.4,2.78,53.1,-,-,-,-,-,0.89,55.6,32.3,2080,-,-,-
204,Vitality.Bee,S12,FR,4,100.0%,1.38,1934,232,33:22,15.5,11.3,10.3,3.0,50.0,75.0,3.50,72.5,0.75,37.5,1.25,0.8,1380,1.25,75.0,33.4,2029,3.7,1.48,1.21
205,WAVE Esports,S12,DE,5,0.0%,0.38,1591,-368,29:54,6.0,15.4,3.0,9.4,40.0,-,0.80,20.0,0.60,30.0,0.40,-0.4,-1810,0.00,0.0,31.9,1570,3.0,1.05,1.21
206,Weibo Gaming,S12,CN,10,70.0%,1.03,1859,172,31:39,11.0,10.7,7.2,4.1,20.0,50.0,2.10,47.8,-,-,-,-,-,1.10,83.3,34.5,2034,-,-,-
207,White Dragons,S12,PT,3,100.0%,3.00,1940,438,30:30,18.0,6.0,9.7,1.3,66.7,100.0,3.00,68.3,1.00,66.7,1.33,0.3,2001,1.67,100.0,32.2,1790,2.6,1.11,1.35
208,WLGaming Esports,S12,GR,2,100.0%,1.50,1832,184,35:06,19.5,13.0,8.0,3.5,-,50.0,2.50,54.2,1.00,50.0,1.50,0.0,518,1.00,100.0,30.3,2237,3.2,1.29,1.02
209,X7 Esports,S12,EUW,5,100.0%,1.88,1993,385,31:54,19.6,10.4,9.2,1.6,100.0,60.0,2.60,58.0,1.40,70.0,0.60,1.0,2569,1.20,90.0,33.0,2236,2.8,1.08,1.42
210,Zero Tenacity,S12,PL,4,75.0%,1.71,1821,188,28:43,12.0,7.0,7.8,4.0,50.0,50.0,3.25,75.4,0.25,12.5,1.50,-0.3,-308,0.75,75.0,33.2,1952,2.9,1.08,1.15
211,Zerolag Esports,S12,GR,2,0.0%,0.39,1643,-313,31:42,9.0,23.0,1.0,9.0,-,-,0.50,10.0,0.00,0.0,0.00,-2.0,-4839,1.00,50.0,29.7,1718,3.2,1.47,0.90
